Num,Log_Date,FROM,TO,count
296,3/23/2016,42,70,13
297,3/23/2016,45,70,12
298,3/23/2016,47,70,2
299,3/23/2016,49,3,1
300,3/23/2016,49,5,1
301,3/23/2016,49,10,2
302,3/23/2016,49,11,1
303,3/23/2016,49,42,2
304,3/23/2016,49,58,2
305,3/23/2016,49,66,1
306,3/23/2016,49,70,46
307,3/23/2016,49,75,1
308,3/23/2016,53,70,10
309,3/23/2016,56,70,4
310,3/23/2016,58,70,4
311,3/23/2016,60,70,1
312,3/23/2016,62,70,4
313,3/23/2016,66,3,4
314,3/23/2016,66,10,3
315,3/23/2016,66,15,8
316,3/23/2016,66,30,3
317,3/23/2016,66,37,2
318,3/23/2016,66,49,3
319,3/23/2016,66,58,3
320,3/23/2016,66,70,35
321,3/23/2016,67,42,1
322,3/23/2016,67,49,2
323,3/23/2016,67,70,27
324,3/23/2016,70,3,6
325,3/23/2016,70,6,6
326,3/23/2016,70,10,33
327,3/23/2016,70,11,17
328,3/23/2016,70,14,1
329,3/23/2016,70,15,6
330,3/23/2016,70,16,10
331,3/23/2016,70,20,9
332,3/23/2016,70,22,3
333,3/23/2016,70,24,1
334,3/23/2016,70,30,20
335,3/23/2016,70,32,9
336,3/23/2016,70,37,6
337,3/23/2016,70,39,3
338,3/23/2016,70,42,15
339,3/23/2016,70,45,9
340,3/23/2016,70,47,2
341,3/23/2016,70,49,47
342,3/23/2016,70,53,9
343,3/23/2016,70,56,4
344,3/23/2016,70,58,1
345,3/23/2016,70,61,3
346,3/23/2016,70,62,3
347,3/23/2016,70,63,1
348,3/23/2016,70,65,1
349,3/23/2016,70,66,43
350,3/23/2016,70,67,31
351,3/23/2016,70,72,2
352,3/23/2016,70,74,1
353,3/23/2016,70,75,5
354,3/23/2016,70,76,5
355,3/23/2016,72,70,1
356,3/23/2016,75,49,3
357,3/23/2016,75,66,1
358,3/23/2016,75,70,4
359,3/23/2016,76,49,5
360,3/23/2016,76,70,2
361,3/23/2016,15,70,1
362,3/23/2016,22,70,2
363,3/23/2016,3,70,1
364,3/23/2016,30,10,2
365,3/23/2016,30,70,2
366,3/23/2016,45,70,1
367,3/23/2016,49,66,1
368,3/23/2016,49,67,1
369,3/23/2016,49,70,3
370,3/23/2016,66,70,3
371,3/23/2016,67,49,1
372,3/23/2016,70,10,1
373,3/23/2016,70,15,3
374,3/23/2016,70,3,1
375,3/23/2016,70,42,2
376,3/23/2016,70,49,3
377,3/23/2016,70,53,1
378,3/24/2016,3,30,1
379,3/24/2016,3,49,7
380,3/24/2016,3,66,9
381,3/24/2016,3,70,10
382,3/24/2016,5,49,1
383,3/24/2016,6,70,5
384,3/24/2016,8,70,2
385,3/24/2016,10,15,1
386,3/24/2016,10,30,2
387,3/24/2016,10,42,2
388,3/24/2016,10,49,10
389,3/24/2016,10,51,2
390,3/24/2016,10,58,1
391,3/24/2016,10,66,4
392,3/24/2016,10,70,51
393,3/24/2016,11,70,8
394,3/24/2016,14,70,1
395,3/24/2016,15,11,2
396,3/24/2016,15,58,3
397,3/24/2016,15,63,1
398,3/24/2016,15,66,8
399,3/24/2016,15,70,8
400,3/24/2016,16,30,3
401,3/24/2016,16,70,11
402,3/24/2016,20,70,3
403,3/24/2016,22,49,2
404,3/24/2016,22,70,3
405,3/24/2016,22,75,1
406,3/24/2016,24,30,2
407,3/24/2016,24,66,2
408,3/24/2016,24,70,8
409,3/24/2016,30,3,4
410,3/24/2016,30,10,7
411,3/24/2016,30,49,1
412,3/24/2016,30,66,1
413,3/24/2016,30,70,16
414,3/24/2016,32,70,7
415,3/24/2016,37,70,6
416,3/24/2016,39,70,3
417,3/24/2016,42,70,27
418,3/24/2016,45,70,18
419,3/24/2016,47,70,4
420,3/24/2016,49,10,14
421,3/24/2016,49,22,1
422,3/24/2016,49,42,2
423,3/24/2016,49,70,81
424,3/24/2016,49,76,3
425,3/24/2016,51,10,1
426,3/24/2016,53,70,12
427,3/24/2016,56,70,6
428,3/24/2016,58,15,2
429,3/24/2016,58,66,1
430,3/24/2016,58,70,2
431,3/24/2016,59,70,1
432,3/24/2016,61,70,2
433,3/24/2016,62,70,3
434,3/24/2016,63,15,1
435,3/24/2016,63,70,2
436,3/24/2016,66,3,4
437,3/24/2016,66,10,2
438,3/24/2016,66,15,7
439,3/24/2016,66,30,1
440,3/24/2016,66,37,1
441,3/24/2016,66,49,1
442,3/24/2016,66,70,35
443,3/24/2016,67,49,3
444,3/24/2016,67,66,1
445,3/24/2016,67,70,23
446,3/24/2016,70,3,2
447,3/24/2016,70,6,11
448,3/24/2016,70,8,1
449,3/24/2016,70,10,45
450,3/24/2016,70,11,9
451,3/24/2016,70,14,1
452,3/24/2016,70,15,7
453,3/24/2016,70,16,9
454,3/24/2016,70,20,3
455,3/24/2016,70,22,6
456,3/24/2016,70,23,1
457,3/24/2016,70,24,10
458,3/24/2016,70,30,18
459,3/24/2016,70,32,1
460,3/24/2016,70,37,4
461,3/24/2016,70,39,2
462,3/24/2016,70,42,19
463,3/24/2016,70,45,10
464,3/24/2016,70,47,1
465,3/24/2016,70,49,67
466,3/24/2016,70,53,14
467,3/24/2016,70,56,2
468,3/24/2016,70,58,3
469,3/24/2016,70,60,3
470,3/24/2016,70,61,4
471,3/24/2016,70,62,1
472,3/24/2016,70,66,31
473,3/24/2016,70,67,16
474,3/24/2016,70,75,5
475,3/24/2016,70,76,3
476,3/24/2016,72,70,5
477,3/24/2016,74,70,3
478,3/24/2016,75,22,1
479,3/24/2016,75,49,1
480,3/24/2016,75,70,4
481,3/24/2016,75,76,2
482,3/24/2016,76,49,2
483,3/24/2016,76,70,4
484,3/24/2016,10,30,3
485,3/24/2016,10,49,2
486,3/24/2016,10,70,1
487,3/24/2016,30,10,1
488,3/24/2016,30,70,1
489,3/24/2016,37,42,1
490,3/24/2016,39,70,2
491,3/24/2016,42,49,2
492,3/24/2016,53,70,2
493,3/24/2016,6,70,2
494,3/24/2016,66,70,3
495,3/24/2016,67,70,2
496,3/24/2016,70,14,1
497,3/24/2016,70,45,1
498,3/24/2016,70,49,2
499,3/24/2016,70,63,1
500,3/24/2016,70,67,2
501,3/25/2016,3,30,1
502,3/25/2016,3,66,2
503,3/25/2016,3,70,7
504,3/25/2016,6,70,4
505,3/25/2016,10,11,1
506,3/25/2016,10,30,5
507,3/25/2016,10,49,9
508,3/25/2016,10,66,8
509,3/25/2016,10,70,43
510,3/25/2016,11,10,1
511,3/25/2016,11,70,12
512,3/25/2016,15,11,4
513,3/25/2016,15,42,1
514,3/25/2016,15,58,1
515,3/25/2016,15,66,3
516,3/25/2016,15,70,18
517,3/25/2016,16,70,14
518,3/25/2016,20,70,1
519,3/25/2016,22,49,2
520,3/25/2016,22,70,6
521,3/25/2016,24,70,12
522,3/25/2016,30,3,2
523,3/25/2016,30,10,5
524,3/25/2016,30,66,2
525,3/25/2016,30,70,15
526,3/25/2016,32,70,3
527,3/25/2016,37,66,2
528,3/25/2016,37,70,2
529,3/25/2016,39,70,2
530,3/25/2016,42,30,1
531,3/25/2016,42,49,1
532,3/25/2016,42,70,12
533,3/25/2016,45,70,15
534,3/25/2016,49,11,1
535,3/25/2016,49,24,1
536,3/25/2016,49,66,5
537,3/25/2016,49,67,1
538,3/25/2016,49,70,40
539,3/25/2016,53,70,14
540,3/25/2016,58,70,6
541,3/25/2016,62,70,1
542,3/25/2016,63,70,2
543,3/25/2016,66,10,6
544,3/25/2016,66,13,1
545,3/25/2016,66,15,7
546,3/25/2016,66,37,1
547,3/25/2016,66,46,1
548,3/25/2016,66,49,2
549,3/25/2016,66,58,5
550,3/25/2016,66,70,40
551,3/25/2016,67,49,2
552,3/25/2016,67,66,1
553,3/25/2016,67,70,31
554,3/25/2016,70,3,5
555,3/25/2016,70,6,7
556,3/25/2016,70,10,41
557,3/25/2016,70,11,5
558,3/25/2016,70,15,12
559,3/25/2016,70,16,7
560,3/25/2016,70,20,1
561,3/25/2016,70,22,3
562,3/25/2016,70,24,5
563,3/25/2016,70,30,10
564,3/25/2016,70,32,2
565,3/25/2016,70,37,2
566,3/25/2016,70,39,2
567,3/25/2016,70,41,2
568,3/25/2016,70,42,14
569,3/25/2016,70,45,10
570,3/25/2016,70,49,36
571,3/25/2016,70,53,13
572,3/25/2016,70,56,3
573,3/25/2016,70,58,7
574,3/25/2016,70,59,1
575,3/25/2016,70,61,3
576,3/25/2016,70,62,2
577,3/25/2016,70,63,2
578,3/25/2016,70,66,22
579,3/25/2016,70,67,32
580,3/25/2016,70,72,1
581,3/25/2016,70,74,1
582,3/25/2016,70,75,2
583,3/25/2016,70,76,2
584,3/25/2016,72,70,2
585,3/25/2016,75,22,1
586,3/25/2016,75,49,2
587,3/25/2016,75,66,1
588,3/25/2016,75,70,2
589,3/25/2016,75,76,1
590,3/25/2016,76,70,3
591,3/25/2016,11,70,1
592,3/25/2016,22,70,1
593,3/25/2016,70,22,1
594,3/25/2016,70,30,1
595,3/25/2016,70,49,1
596,3/25/2016,70,53,1
597,3/25/2016,70,6,1
598,3/25/2016,70,66,1
599,3/25/2016,70,76,1
600,3/26/2016,3,49,2
601,3/26/2016,3,66,7
602,3/26/2016,3,70,7
603,3/26/2016,5,49,1
604,3/26/2016,5,70,2
605,3/26/2016,6,70,5
606,3/26/2016,10,11,1
607,3/26/2016,10,15,1
608,3/26/2016,10,30,19
609,3/26/2016,10,49,1
610,3/26/2016,10,66,6
611,3/26/2016,10,70,59
612,3/26/2016,11,10,1
613,3/26/2016,11,15,1
614,3/26/2016,11,49,1
615,3/26/2016,11,70,26
616,3/26/2016,13,70,1
617,3/26/2016,14,70,2
618,3/26/2016,15,3,2
619,3/26/2016,15,10,1
620,3/26/2016,15,11,2
621,3/26/2016,15,63,1
622,3/26/2016,15,66,6
623,3/26/2016,15,70,9
624,3/26/2016,16,70,5
625,3/26/2016,20,70,3
626,3/26/2016,22,70,5
627,3/26/2016,24,70,3
628,3/26/2016,30,3,3
629,3/26/2016,30,10,6
630,3/26/2016,30,37,1
631,3/26/2016,30,49,3
632,3/26/2016,30,66,1
633,3/26/2016,30,70,22
634,3/26/2016,30,75,1
635,3/26/2016,32,70,4
636,3/26/2016,37,30,1
637,3/26/2016,37,70,2
638,3/26/2016,42,70,12
639,3/26/2016,45,70,26
640,3/26/2016,47,70,1
641,3/26/2016,49,3,2
642,3/26/2016,49,5,1
643,3/26/2016,49,10,1
644,3/26/2016,49,24,1
645,3/26/2016,49,42,1
646,3/26/2016,49,66,2
647,3/26/2016,49,67,1
648,3/26/2016,49,70,52
649,3/26/2016,49,75,2
650,3/26/2016,49,76,2
651,3/26/2016,53,70,21
652,3/26/2016,56,70,5
653,3/26/2016,58,70,2
654,3/26/2016,61,70,2
655,3/26/2016,62,70,1
656,3/26/2016,63,49,2
657,3/26/2016,63,66,1
658,3/26/2016,66,10,3
659,3/26/2016,66,15,5
660,3/26/2016,66,42,1
661,3/26/2016,66,49,3
662,3/26/2016,66,58,3
663,3/26/2016,66,63,1
664,3/26/2016,66,70,89
665,3/26/2016,66,75,2
666,3/26/2016,67,70,39
667,3/26/2016,70,3,6
668,3/26/2016,70,6,8
669,3/26/2016,70,8,3
670,3/26/2016,70,10,46
671,3/26/2016,70,11,15
672,3/26/2016,70,15,15
673,3/26/2016,70,16,11
674,3/26/2016,70,20,2
675,3/26/2016,70,22,4
676,3/26/2016,70,23,2
677,3/26/2016,70,24,7
678,3/26/2016,70,30,11
679,3/26/2016,70,32,3
680,3/26/2016,70,37,5
681,3/26/2016,70,41,1
682,3/26/2016,70,42,13
683,3/26/2016,70,45,19
684,3/26/2016,70,47,3
685,3/26/2016,70,49,46
686,3/26/2016,70,53,21
687,3/26/2016,70,56,2
688,3/26/2016,70,58,4
689,3/26/2016,70,61,4
690,3/26/2016,70,62,1
691,3/26/2016,70,63,1
692,3/26/2016,70,66,62
693,3/26/2016,70,67,27
694,3/26/2016,70,72,2
695,3/26/2016,70,75,6
696,3/26/2016,70,76,11
697,3/26/2016,72,70,1
698,3/26/2016,75,49,2
699,3/26/2016,75,66,2
700,3/26/2016,75,70,3
701,3/26/2016,76,15,1
702,3/26/2016,76,49,3
703,3/26/2016,76,70,3
704,3/26/2016,10,70,2
705,3/26/2016,11,70,1
706,3/26/2016,15,70,1
707,3/26/2016,16,70,1
708,3/26/2016,30,66,1
709,3/26/2016,30,70,2
710,3/26/2016,42,70,1
711,3/26/2016,45,70,1
712,3/26/2016,49,10,2
713,3/26/2016,49,70,7
714,3/26/2016,49,75,4
715,3/26/2016,58,70,1
716,3/26/2016,66,30,1
717,3/26/2016,66,42,1
718,3/26/2016,66,70,2
719,3/26/2016,67,10,1
720,3/26/2016,70,10,2
721,3/26/2016,70,15,2
722,3/26/2016,70,16,2
723,3/26/2016,70,22,1
724,3/26/2016,70,30,1
725,3/26/2016,70,42,2
726,3/26/2016,70,49,4
727,3/26/2016,70,53,2
728,3/26/2016,70,66,2
729,3/26/2016,70,67,3
730,3/27/2016,3,49,1
731,3/27/2016,3,66,6
732,3/27/2016,3,70,10
733,3/27/2016,6,70,4
734,3/27/2016,8,70,3
735,3/27/2016,10,11,1
736,3/27/2016,10,30,2
737,3/27/2016,10,42,1
738,3/27/2016,10,49,7
739,3/27/2016,10,66,5
740,3/27/2016,10,70,50
741,3/27/2016,11,15,1
742,3/27/2016,11,49,2
743,3/27/2016,11,70,13
744,3/27/2016,13,66,2
745,3/27/2016,15,11,1
746,3/27/2016,15,42,2
747,3/27/2016,15,66,1
748,3/27/2016,15,70,4
749,3/27/2016,16,70,9
750,3/27/2016,20,70,2
751,3/27/2016,22,70,11
752,3/27/2016,22,75,1
753,3/27/2016,24,70,9
754,3/27/2016,30,3,2
755,3/27/2016,30,10,8
756,3/27/2016,30,15,1
757,3/27/2016,30,24,1
758,3/27/2016,30,37,2
759,3/27/2016,30,42,2
760,3/27/2016,30,66,2
761,3/27/2016,30,70,22
762,3/27/2016,32,70,3
763,3/27/2016,37,66,2
764,3/27/2016,37,70,4
765,3/27/2016,39,70,2
766,3/27/2016,42,30,2
767,3/27/2016,42,49,1
768,3/27/2016,42,70,31
769,3/27/2016,45,70,7
770,3/27/2016,47,70,1
771,3/27/2016,49,70,65
772,3/27/2016,49,75,6
773,3/27/2016,49,76,1
774,3/27/2016,53,70,19
775,3/27/2016,56,70,7
776,3/27/2016,58,49,1
777,3/27/2016,58,70,3
778,3/27/2016,60,70,1
779,3/27/2016,61,70,1
780,3/27/2016,62,70,5
781,3/27/2016,63,70,11
782,3/27/2016,65,70,1
783,3/27/2016,66,3,2
784,3/27/2016,66,10,4
785,3/27/2016,66,15,4
786,3/27/2016,66,30,3
787,3/27/2016,66,42,1
788,3/27/2016,66,58,3
789,3/27/2016,66,70,48
790,3/27/2016,67,30,1
791,3/27/2016,67,49,1
792,3/27/2016,67,70,41
793,3/27/2016,70,3,9
794,3/27/2016,70,5,1
795,3/27/2016,70,6,4
796,3/27/2016,70,10,40
797,3/27/2016,70,11,13
798,3/27/2016,70,14,2
799,3/27/2016,70,15,13
800,3/27/2016,70,16,3
801,3/27/2016,70,20,1
802,3/27/2016,70,22,7
803,3/27/2016,70,24,1
804,3/27/2016,70,30,13
805,3/27/2016,70,32,3
806,3/27/2016,70,37,6
807,3/27/2016,70,39,1
808,3/27/2016,70,42,18
809,3/27/2016,70,45,8
810,3/27/2016,70,47,1
811,3/27/2016,70,49,47
812,3/27/2016,70,53,20
813,3/27/2016,70,56,5
814,3/27/2016,70,58,4
815,3/27/2016,70,61,4
816,3/27/2016,70,66,58
817,3/27/2016,70,67,27
818,3/27/2016,70,72,2
819,3/27/2016,70,74,1
820,3/27/2016,70,75,8
821,3/27/2016,70,76,4
822,3/27/2016,72,70,1
823,3/27/2016,74,70,1
824,3/27/2016,75,49,3
825,3/27/2016,75,70,6
826,3/27/2016,76,49,1
827,3/27/2016,10,30,1
828,3/27/2016,10,70,2
829,3/27/2016,11,70,2
830,3/27/2016,3,70,4
831,3/27/2016,30,10,1
832,3/27/2016,30,70,1
833,3/27/2016,32,70,1
834,3/27/2016,42,11,1
835,3/27/2016,47,70,1
836,3/27/2016,49,70,1
837,3/27/2016,53,70,1
838,3/27/2016,63,70,4
839,3/27/2016,66,30,1
840,3/27/2016,66,70,1
841,3/27/2016,70,10,2
842,3/27/2016,70,15,2
843,3/27/2016,70,22,2
844,3/27/2016,70,3,2
845,3/27/2016,70,42,1
846,3/27/2016,70,45,1
847,3/27/2016,70,49,1
848,3/27/2016,70,66,4
849,3/27/2016,70,67,1
850,3/28/2016,3,49,3
851,3/28/2016,3,66,4
852,3/28/2016,3,70,15
853,3/28/2016,6,70,8
854,3/28/2016,10,11,1
855,3/28/2016,10,30,3
856,3/28/2016,10,49,1
857,3/28/2016,10,51,1
858,3/28/2016,10,66,5
859,3/28/2016,10,70,50
860,3/28/2016,11,15,1
861,3/28/2016,11,49,2
862,3/28/2016,11,70,9
863,3/28/2016,14,70,1
864,3/28/2016,15,42,1
865,3/28/2016,15,58,2
866,3/28/2016,15,66,3
867,3/28/2016,15,70,14
868,3/28/2016,16,70,4
869,3/28/2016,19,70,1
870,3/28/2016,20,70,1
871,3/28/2016,22,70,10
872,3/28/2016,24,30,1
873,3/28/2016,30,10,3
874,3/28/2016,30,15,1
875,3/28/2016,30,66,1
876,3/28/2016,30,70,15
877,3/28/2016,32,70,1
878,3/28/2016,37,49,1
879,3/28/2016,37,70,1
880,3/28/2016,39,70,2
881,3/28/2016,41,70,1
882,3/28/2016,42,70,9
883,3/28/2016,45,70,12
884,3/28/2016,49,3,1
885,3/28/2016,49,10,2
886,3/28/2016,49,66,1
887,3/28/2016,49,70,57
888,3/28/2016,49,75,4
889,3/28/2016,49,76,1
890,3/28/2016,53,70,20
891,3/28/2016,56,70,1
892,3/28/2016,58,70,4
893,3/28/2016,62,70,4
894,3/28/2016,63,70,1
895,3/28/2016,65,70,1
896,3/28/2016,66,3,4
897,3/28/2016,66,10,1
898,3/28/2016,66,15,7
899,3/28/2016,66,24,1
900,3/28/2016,66,30,2
901,3/28/2016,66,49,2
902,3/28/2016,66,58,1
903,3/28/2016,66,67,1
904,3/28/2016,66,70,29
905,3/28/2016,66,76,1
906,3/28/2016,67,10,1
907,3/28/2016,67,70,24
908,3/28/2016,70,3,9
909,3/28/2016,70,6,13
910,3/28/2016,70,10,53
911,3/28/2016,70,11,11
912,3/28/2016,70,15,14
913,3/28/2016,70,16,7
914,3/28/2016,70,19,1
915,3/28/2016,70,20,2
916,3/28/2016,70,22,8
917,3/28/2016,70,24,5
918,3/28/2016,70,30,17
919,3/28/2016,70,32,4
920,3/28/2016,70,36,1
921,3/28/2016,70,37,5
922,3/28/2016,70,39,3
923,3/28/2016,70,41,1
924,3/28/2016,70,42,2
925,3/28/2016,70,45,9
926,3/28/2016,70,47,1
927,3/28/2016,70,49,43
928,3/28/2016,70,53,18
929,3/28/2016,70,56,4
