Num,Log_Date,FROM,TO,count
244,1395/01/03,67,70,1
245,1395/01/03,70,10,3
246,1395/01/03,70,37,1
247,1395/01/03,70,49,1
248,1395/01/03,70,59,1
249,1395/01/03,70,6,1
250,1395/01/03,70,67,3
251,1395/01/03,70,72,1
252,1395/01/03,70,75,1
253,1395/01/03,75,49,1
254,1395/01/04,3,30,3
255,1395/01/04,3,49,1
256,1395/01/04,3,66,1
257,1395/01/04,3,70,8
258,1395/01/04,6,70,3
259,1395/01/04,8,70,1
260,1395/01/04,10,11,1
261,1395/01/04,10,30,5
262,1395/01/04,10,51,2
263,1395/01/04,10,58,1
264,1395/01/04,10,66,5
265,1395/01/04,10,70,53
266,1395/01/04,11,15,2
267,1395/01/04,11,24,1
268,1395/01/04,11,49,1
269,1395/01/04,11,70,11
270,1395/01/04,14,70,2
271,1395/01/04,15,10,1
272,1395/01/04,15,30,1
273,1395/01/04,15,49,1
274,1395/01/04,15,58,3
275,1395/01/04,15,66,7
276,1395/01/04,15,70,10
277,1395/01/04,16,30,1
278,1395/01/04,16,70,12
279,1395/01/04,20,70,9
280,1395/01/04,22,70,1
281,1395/01/04,24,11,1
282,1395/01/04,24,30,2
283,1395/01/04,24,49,1
284,1395/01/04,24,70,6
285,1395/01/04,30,10,9
286,1395/01/04,30,16,2
287,1395/01/04,30,24,1
288,1395/01/04,30,49,7
289,1395/01/04,30,70,17
290,1395/01/04,30,75,1
291,1395/01/04,32,70,4
292,1395/01/04,37,66,1
293,1395/01/04,37,70,2
294,1395/01/04,39,70,3
295,1395/01/04,42,49,1
296,1395/01/04,42,70,13
297,1395/01/04,45,70,12
298,1395/01/04,47,70,2
299,1395/01/04,49,3,1
300,1395/01/04,49,5,1
301,1395/01/04,49,10,2
302,1395/01/04,49,11,1
303,1395/01/04,49,42,2
304,1395/01/04,49,58,2
305,1395/01/04,49,66,1
306,1395/01/04,49,70,46
307,1395/01/04,49,75,1
308,1395/01/04,53,70,10
309,1395/01/04,56,70,4
310,1395/01/04,58,70,4
311,1395/01/04,60,70,1
312,1395/01/04,62,70,4
313,1395/01/04,66,3,4
314,1395/01/04,66,10,3
315,1395/01/04,66,15,8
316,1395/01/04,66,30,3
317,1395/01/04,66,37,2
318,1395/01/04,66,49,3
319,1395/01/04,66,58,3
320,1395/01/04,66,70,35
321,1395/01/04,67,42,1
322,1395/01/04,67,49,2
323,1395/01/04,67,70,27
324,1395/01/04,70,3,6
325,1395/01/04,70,6,6
326,1395/01/04,70,10,33
327,1395/01/04,70,11,17
328,1395/01/04,70,14,1
329,1395/01/04,70,15,6
330,1395/01/04,70,16,10
331,1395/01/04,70,20,9
332,1395/01/04,70,22,3
333,1395/01/04,70,24,1
334,1395/01/04,70,30,20
335,1395/01/04,70,32,9
336,1395/01/04,70,37,6
337,1395/01/04,70,39,3
338,1395/01/04,70,42,15
339,1395/01/04,70,45,9
340,1395/01/04,70,47,2
341,1395/01/04,70,49,47
342,1395/01/04,70,53,9
343,1395/01/04,70,56,4
344,1395/01/04,70,58,1
345,1395/01/04,70,61,3
346,1395/01/04,70,62,3
347,1395/01/04,70,63,1
348,1395/01/04,70,65,1
349,1395/01/04,70,66,43
350,1395/01/04,70,67,31
351,1395/01/04,70,72,2
352,1395/01/04,70,74,1
353,1395/01/04,70,75,5
354,1395/01/04,70,76,5
355,1395/01/04,72,70,1
356,1395/01/04,75,49,3
357,1395/01/04,75,66,1
358,1395/01/04,75,70,4
359,1395/01/04,76,49,5
360,1395/01/04,76,70,2
361,1395/01/04,15,70,1
362,1395/01/04,22,70,2
363,1395/01/04,3,70,1
364,1395/01/04,30,10,2
365,1395/01/04,30,70,2
366,1395/01/04,45,70,1
367,1395/01/04,49,66,1
368,1395/01/04,49,67,1
369,1395/01/04,49,70,3
370,1395/01/04,66,70,3
371,1395/01/04,67,49,1
372,1395/01/04,70,10,1
373,1395/01/04,70,15,3
374,1395/01/04,70,3,1
375,1395/01/04,70,42,2
376,1395/01/04,70,49,3
377,1395/01/04,70,53,1
378,1395/01/05,3,30,1
379,1395/01/05,3,49,7
380,1395/01/05,3,66,9
381,1395/01/05,3,70,10
382,1395/01/05,5,49,1
383,1395/01/05,6,70,5
384,1395/01/05,8,70,2
385,1395/01/05,10,15,1
386,1395/01/05,10,30,2
387,1395/01/05,10,42,2
388,1395/01/05,10,49,10
389,1395/01/05,10,51,2
390,1395/01/05,10,58,1
391,1395/01/05,10,66,4
392,1395/01/05,10,70,51
393,1395/01/05,11,70,8
394,1395/01/05,14,70,1
395,1395/01/05,15,11,2
396,1395/01/05,15,58,3
397,1395/01/05,15,63,1
398,1395/01/05,15,66,8
399,1395/01/05,15,70,8
400,1395/01/05,16,30,3
401,1395/01/05,16,70,11
402,1395/01/05,20,70,3
403,1395/01/05,22,49,2
404,1395/01/05,22,70,3
405,1395/01/05,22,75,1
406,1395/01/05,24,30,2
407,1395/01/05,24,66,2
408,1395/01/05,24,70,8
409,1395/01/05,30,3,4
410,1395/01/05,30,10,7
411,1395/01/05,30,49,1
412,1395/01/05,30,66,1
413,1395/01/05,30,70,16
414,1395/01/05,32,70,7
415,1395/01/05,37,70,6
416,1395/01/05,39,70,3
417,1395/01/05,42,70,27
418,1395/01/05,45,70,18
419,1395/01/05,47,70,4
420,1395/01/05,49,10,14
421,1395/01/05,49,22,1
422,1395/01/05,49,42,2
423,1395/01/05,49,70,81
424,1395/01/05,49,76,3
425,1395/01/05,51,10,1
426,1395/01/05,53,70,12
427,1395/01/05,56,70,6
428,1395/01/05,58,15,2
429,1395/01/05,58,66,1
430,1395/01/05,58,70,2
431,1395/01/05,59,70,1
432,1395/01/05,61,70,2
433,1395/01/05,62,70,3
434,1395/01/05,63,15,1
435,1395/01/05,63,70,2
436,1395/01/05,66,3,4
437,1395/01/05,66,10,2
438,1395/01/05,66,15,7
439,1395/01/05,66,30,1
440,1395/01/05,66,37,1
441,1395/01/05,66,49,1
442,1395/01/05,66,70,35
443,1395/01/05,67,49,3
444,1395/01/05,67,66,1
445,1395/01/05,67,70,23
446,1395/01/05,70,3,2
447,1395/01/05,70,6,11
448,1395/01/05,70,8,1
449,1395/01/05,70,10,45
450,1395/01/05,70,11,9
451,1395/01/05,70,14,1
452,1395/01/05,70,15,7
453,1395/01/05,70,16,9
454,1395/01/05,70,20,3
455,1395/01/05,70,22,6
456,1395/01/05,70,23,1
457,1395/01/05,70,24,10
458,1395/01/05,70,30,18
459,1395/01/05,70,32,1
460,1395/01/05,70,37,4
461,1395/01/05,70,39,2
462,1395/01/05,70,42,19
463,1395/01/05,70,45,10
464,1395/01/05,70,47,1
465,1395/01/05,70,49,67
466,1395/01/05,70,53,14
467,1395/01/05,70,56,2
468,1395/01/05,70,58,3
469,1395/01/05,70,60,3
470,1395/01/05,70,61,4
471,1395/01/05,70,62,1
472,1395/01/05,70,66,31
473,1395/01/05,70,67,16
474,1395/01/05,70,75,5
475,1395/01/05,70,76,3
476,1395/01/05,72,70,5
477,1395/01/05,74,70,3
478,1395/01/05,75,22,1
479,1395/01/05,75,49,1
480,1395/01/05,75,70,4
481,1395/01/05,75,76,2
482,1395/01/05,76,49,2
483,1395/01/05,76,70,4
484,1395/01/05,10,30,3
485,1395/01/05,10,49,2
486,1395/01/05,10,70,1
487,1395/01/05,30,10,1
488,1395/01/05,30,70,1
489,1395/01/05,37,42,1
490,1395/01/05,39,70,2
491,1395/01/05,42,49,2
492,1395/01/05,53,70,2
493,1395/01/05,6,70,2
494,1395/01/05,66,70,3
495,1395/01/05,67,70,2
496,1395/01/05,70,14,1
497,1395/01/05,70,45,1
498,1395/01/05,70,49,2
499,1395/01/05,70,63,1
500,1395/01/05,70,67,2
501,1395/01/06,3,30,1
502,1395/01/06,3,66,2
503,1395/01/06,3,70,7
504,1395/01/06,6,70,4
505,1395/01/06,10,11,1
506,1395/01/06,10,30,5
507,1395/01/06,10,49,9
508,1395/01/06,10,66,8
509,1395/01/06,10,70,43
510,1395/01/06,11,10,1
511,1395/01/06,11,70,12
512,1395/01/06,15,11,4
513,1395/01/06,15,42,1
514,1395/01/06,15,58,1
515,1395/01/06,15,66,3
516,1395/01/06,15,70,18
517,1395/01/06,16,70,14
518,1395/01/06,20,70,1
519,1395/01/06,22,49,2
520,1395/01/06,22,70,6
521,1395/01/06,24,70,12
522,1395/01/06,30,3,2
523,1395/01/06,30,10,5
524,1395/01/06,30,66,2
525,1395/01/06,30,70,15
526,1395/01/06,32,70,3
527,1395/01/06,37,66,2
528,1395/01/06,37,70,2
529,1395/01/06,39,70,2
530,1395/01/06,42,30,1
531,1395/01/06,42,49,1
532,1395/01/06,42,70,12
533,1395/01/06,45,70,15
534,1395/01/06,49,11,1
535,1395/01/06,49,24,1
536,1395/01/06,49,66,5
537,1395/01/06,49,67,1
538,1395/01/06,49,70,40
539,1395/01/06,53,70,14
540,1395/01/06,58,70,6
541,1395/01/06,62,70,1
542,1395/01/06,63,70,2
543,1395/01/06,66,10,6
544,1395/01/06,66,13,1
545,1395/01/06,66,15,7
546,1395/01/06,66,37,1
547,1395/01/06,66,46,1
548,1395/01/06,66,49,2
549,1395/01/06,66,58,5
550,1395/01/06,66,70,40
551,1395/01/06,67,49,2
552,1395/01/06,67,66,1
553,1395/01/06,67,70,31
554,1395/01/06,70,3,5
555,1395/01/06,70,6,7
556,1395/01/06,70,10,41
557,1395/01/06,70,11,5
558,1395/01/06,70,15,12
559,1395/01/06,70,16,7
560,1395/01/06,70,20,1
561,1395/01/06,70,22,3
562,1395/01/06,70,24,5
563,1395/01/06,70,30,10
564,1395/01/06,70,32,2
565,1395/01/06,70,37,2
566,1395/01/06,70,39,2
567,1395/01/06,70,41,2
568,1395/01/06,70,42,14
569,1395/01/06,70,45,10
570,1395/01/06,70,49,36
571,1395/01/06,70,53,13
572,1395/01/06,70,56,3
573,1395/01/06,70,58,7
574,1395/01/06,70,59,1
575,1395/01/06,70,61,3
576,1395/01/06,70,62,2
577,1395/01/06,70,63,2
578,1395/01/06,70,66,22
579,1395/01/06,70,67,32
580,1395/01/06,70,72,1
581,1395/01/06,70,74,1
582,1395/01/06,70,75,2
583,1395/01/06,70,76,2
584,1395/01/06,72,70,2
585,1395/01/06,75,22,1
586,1395/01/06,75,49,2
587,1395/01/06,75,66,1
588,1395/01/06,75,70,2
589,1395/01/06,75,76,1
590,1395/01/06,76,70,3
591,1395/01/06,11,70,1
592,1395/01/06,22,70,1
593,1395/01/06,70,22,1
594,1395/01/06,70,30,1
595,1395/01/06,70,49,1
596,1395/01/06,70,53,1
597,1395/01/06,70,6,1
598,1395/01/06,70,66,1
599,1395/01/06,70,76,1
600,1395/01/07,3,49,2
601,1395/01/07,3,66,7
602,1395/01/07,3,70,7
603,1395/01/07,5,49,1
604,1395/01/07,5,70,2
605,1395/01/07,6,70,5
606,1395/01/07,10,11,1
607,1395/01/07,10,15,1
608,1395/01/07,10,30,19
609,1395/01/07,10,49,1
610,1395/01/07,10,66,6
611,1395/01/07,10,70,59
612,1395/01/07,11,10,1
613,1395/01/07,11,15,1
614,1395/01/07,11,49,1
615,1395/01/07,11,70,26
616,1395/01/07,13,70,1
617,1395/01/07,14,70,2
618,1395/01/07,15,3,2
619,1395/01/07,15,10,1
620,1395/01/07,15,11,2
621,1395/01/07,15,63,1
622,1395/01/07,15,66,6
623,1395/01/07,15,70,9
624,1395/01/07,16,70,5
625,1395/01/07,20,70,3
626,1395/01/07,22,70,5
627,1395/01/07,24,70,3
628,1395/01/07,30,3,3
629,1395/01/07,30,10,6
630,1395/01/07,30,37,1
631,1395/01/07,30,49,3
632,1395/01/07,30,66,1
633,1395/01/07,30,70,22
634,1395/01/07,30,75,1
635,1395/01/07,32,70,4
636,1395/01/07,37,30,1
637,1395/01/07,37,70,2
638,1395/01/07,42,70,12
639,1395/01/07,45,70,26
640,1395/01/07,47,70,1
641,1395/01/07,49,3,2
642,1395/01/07,49,5,1
643,1395/01/07,49,10,1
644,1395/01/07,49,24,1
645,1395/01/07,49,42,1
646,1395/01/07,49,66,2
647,1395/01/07,49,67,1
648,1395/01/07,49,70,52
649,1395/01/07,49,75,2
650,1395/01/07,49,76,2
651,1395/01/07,53,70,21
652,1395/01/07,56,70,5
653,1395/01/07,58,70,2
654,1395/01/07,61,70,2
655,1395/01/07,62,70,1
656,1395/01/07,63,49,2
657,1395/01/07,63,66,1
658,1395/01/07,66,10,3
659,1395/01/07,66,15,5
660,1395/01/07,66,42,1
661,1395/01/07,66,49,3
662,1395/01/07,66,58,3
663,1395/01/07,66,63,1
664,1395/01/07,66,70,89
665,1395/01/07,66,75,2
666,1395/01/07,67,70,39
667,1395/01/07,70,3,6
668,1395/01/07,70,6,8
669,1395/01/07,70,8,3
670,1395/01/07,70,10,46
671,1395/01/07,70,11,15
672,1395/01/07,70,15,15
673,1395/01/07,70,16,11
674,1395/01/07,70,20,2
675,1395/01/07,70,22,4
676,1395/01/07,70,23,2
677,1395/01/07,70,24,7
678,1395/01/07,70,30,11
679,1395/01/07,70,32,3
680,1395/01/07,70,37,5
681,1395/01/07,70,41,1
682,1395/01/07,70,42,13
683,1395/01/07,70,45,19
684,1395/01/07,70,47,3
685,1395/01/07,70,49,46
686,1395/01/07,70,53,21
687,1395/01/07,70,56,2
688,1395/01/07,70,58,4
689,1395/01/07,70,61,4
690,1395/01/07,70,62,1
691,1395/01/07,70,63,1
692,1395/01/07,70,66,62
693,1395/01/07,70,67,27
694,1395/01/07,70,72,2
695,1395/01/07,70,75,6
696,1395/01/07,70,76,11
697,1395/01/07,72,70,1
698,1395/01/07,75,49,2
699,1395/01/07,75,66,2
700,1395/01/07,75,70,3
701,1395/01/07,76,15,1
702,1395/01/07,76,49,3
703,1395/01/07,76,70,3
704,1395/01/07,10,70,2
705,1395/01/07,11,70,1
706,1395/01/07,15,70,1
707,1395/01/07,16,70,1
708,1395/01/07,30,66,1
709,1395/01/07,30,70,2
710,1395/01/07,42,70,1
711,1395/01/07,45,70,1
712,1395/01/07,49,10,2
713,1395/01/07,49,70,7
714,1395/01/07,49,75,4
715,1395/01/07,58,70,1
716,1395/01/07,66,30,1
717,1395/01/07,66,42,1
718,1395/01/07,66,70,2
719,1395/01/07,67,10,1
720,1395/01/07,70,10,2
721,1395/01/07,70,15,2
722,1395/01/07,70,16,2
723,1395/01/07,70,22,1
724,1395/01/07,70,30,1
725,1395/01/07,70,42,2
726,1395/01/07,70,49,4
727,1395/01/07,70,53,2
728,1395/01/07,70,66,2
729,1395/01/07,70,67,3
730,1395/01/08,3,49,1
731,1395/01/08,3,66,6
732,1395/01/08,3,70,10
733,1395/01/08,6,70,4
734,1395/01/08,8,70,3
735,1395/01/08,10,11,1
736,1395/01/08,10,30,2
737,1395/01/08,10,42,1
738,1395/01/08,10,49,7
739,1395/01/08,10,66,5
740,1395/01/08,10,70,50
741,1395/01/08,11,15,1
742,1395/01/08,11,49,2
743,1395/01/08,11,70,13
744,1395/01/08,13,66,2
745,1395/01/08,15,11,1
746,1395/01/08,15,42,2
747,1395/01/08,15,66,1
748,1395/01/08,15,70,4
749,1395/01/08,16,70,9
750,1395/01/08,20,70,2
751,1395/01/08,22,70,11
752,1395/01/08,22,75,1
753,1395/01/08,24,70,9
754,1395/01/08,30,3,2
755,1395/01/08,30,10,8
756,1395/01/08,30,15,1
757,1395/01/08,30,24,1
758,1395/01/08,30,37,2
759,1395/01/08,30,42,2
760,1395/01/08,30,66,2
761,1395/01/08,30,70,22
762,1395/01/08,32,70,3
763,1395/01/08,37,66,2
764,1395/01/08,37,70,4
765,1395/01/08,39,70,2
766,1395/01/08,42,30,2
767,1395/01/08,42,49,1
768,1395/01/08,42,70,31
769,1395/01/08,45,70,7
770,1395/01/08,47,70,1
771,1395/01/08,49,70,65
772,1395/01/08,49,75,6
773,1395/01/08,49,76,1
774,1395/01/08,53,70,19
775,1395/01/08,56,70,7
776,1395/01/08,58,49,1
777,1395/01/08,58,70,3
778,1395/01/08,60,70,1
779,1395/01/08,61,70,1
780,1395/01/08,62,70,5
781,1395/01/08,63,70,11
782,1395/01/08,65,70,1
783,1395/01/08,66,3,2
784,1395/01/08,66,10,4
785,1395/01/08,66,15,4
786,1395/01/08,66,30,3
787,1395/01/08,66,42,1
788,1395/01/08,66,58,3
789,1395/01/08,66,70,48
790,1395/01/08,67,30,1
791,1395/01/08,67,49,1
792,1395/01/08,67,70,41
793,1395/01/08,70,3,9
794,1395/01/08,70,5,1
795,1395/01/08,70,6,4
796,1395/01/08,70,10,40
797,1395/01/08,70,11,13
798,1395/01/08,70,14,2
799,1395/01/08,70,15,13
800,1395/01/08,70,16,3
801,1395/01/08,70,20,1
802,1395/01/08,70,22,7
803,1395/01/08,70,24,1
804,1395/01/08,70,30,13
805,1395/01/08,70,32,3
806,1395/01/08,70,37,6
807,1395/01/08,70,39,1
808,1395/01/08,70,42,18
809,1395/01/08,70,45,8
810,1395/01/08,70,47,1
811,1395/01/08,70,49,47
812,1395/01/08,70,53,20
813,1395/01/08,70,56,5
814,1395/01/08,70,58,4
815,1395/01/08,70,61,4
816,1395/01/08,70,66,58
817,1395/01/08,70,67,27
818,1395/01/08,70,72,2
819,1395/01/08,70,74,1
820,1395/01/08,70,75,8
821,1395/01/08,70,76,4
822,1395/01/08,72,70,1
823,1395/01/08,74,70,1
824,1395/01/08,75,49,3
825,1395/01/08,75,70,6
826,1395/01/08,76,49,1
827,1395/01/08,10,30,1
828,1395/01/08,10,70,2
829,1395/01/08,11,70,2
830,1395/01/08,3,70,4
831,1395/01/08,30,10,1
832,1395/01/08,30,70,1
833,1395/01/08,32,70,1
834,1395/01/08,42,11,1
835,1395/01/08,47,70,1
836,1395/01/08,49,70,1
837,1395/01/08,53,70,1
838,1395/01/08,63,70,4
839,1395/01/08,66,30,1
840,1395/01/08,66,70,1
841,1395/01/08,70,10,2
842,1395/01/08,70,15,2
843,1395/01/08,70,22,2
844,1395/01/08,70,3,2
845,1395/01/08,70,42,1
846,1395/01/08,70,45,1
847,1395/01/08,70,49,1
848,1395/01/08,70,66,4
849,1395/01/08,70,67,1
850,1395/01/09,3,49,3
851,1395/01/09,3,66,4
852,1395/01/09,3,70,15
853,1395/01/09,6,70,8
854,1395/01/09,10,11,1
855,1395/01/09,10,30,3
856,1395/01/09,10,49,1
857,1395/01/09,10,51,1
858,1395/01/09,10,66,5
859,1395/01/09,10,70,50
860,1395/01/09,11,15,1
861,1395/01/09,11,49,2
862,1395/01/09,11,70,9
863,1395/01/09,14,70,1
864,1395/01/09,15,42,1
865,1395/01/09,15,58,2
866,1395/01/09,15,66,3
867,1395/01/09,15,70,14
868,1395/01/09,16,70,4
869,1395/01/09,19,70,1
870,1395/01/09,20,70,1
871,1395/01/09,22,70,10
872,1395/01/09,24,30,1
873,1395/01/09,30,10,3
874,1395/01/09,30,15,1
875,1395/01/09,30,66,1
876,1395/01/09,30,70,15
877,1395/01/09,32,70,1
878,1395/01/09,37,49,1
879,1395/01/09,37,70,1
880,1395/01/09,39,70,2
881,1395/01/09,41,70,1
882,1395/01/09,42,70,9
883,1395/01/09,45,70,12
884,1395/01/09,49,3,1
885,1395/01/09,49,10,2
886,1395/01/09,49,66,1
887,1395/01/09,49,70,57
888,1395/01/09,49,75,4
889,1395/01/09,49,76,1
890,1395/01/09,53,70,20
891,1395/01/09,56,70,1
892,1395/01/09,58,70,4
893,1395/01/09,62,70,4
894,1395/01/09,63,70,1
895,1395/01/09,65,70,1
896,1395/01/09,66,3,4
897,1395/01/09,66,10,1
898,1395/01/09,66,15,7
899,1395/01/09,66,24,1
900,1395/01/09,66,30,2
901,1395/01/09,66,49,2
902,1395/01/09,66,58,1
903,1395/01/09,66,67,1
904,1395/01/09,66,70,29
905,1395/01/09,66,76,1
906,1395/01/09,67,10,1
907,1395/01/09,67,70,24
908,1395/01/09,70,3,9
909,1395/01/09,70,6,13
910,1395/01/09,70,10,53
911,1395/01/09,70,11,11
912,1395/01/09,70,15,14
913,1395/01/09,70,16,7
914,1395/01/09,70,19,1
915,1395/01/09,70,20,2
916,1395/01/09,70,22,8
917,1395/01/09,70,24,5
918,1395/01/09,70,30,17
919,1395/01/09,70,32,4
920,1395/01/09,70,36,1
921,1395/01/09,70,37,5
922,1395/01/09,70,39,3
923,1395/01/09,70,41,1
924,1395/01/09,70,42,2
925,1395/01/09,70,45,9
926,1395/01/09,70,47,1
927,1395/01/09,70,49,43
928,1395/01/09,70,53,18
929,1395/01/09,70,56,4
